	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
216119	84	78	78	62	60	63
68511	1	5	1	2	2	2
68350	401	420	485	455	419	426
69605	629	708	563	472	533	515
85030	0	0	1	1	1	0
67785	726	646	634	546	585	563
13423	1798	1717	1867	2203	2112	2070
224705	1107	1120	1109	1088	997	1024
216505	62	17	35	51	52	49
217664	1811	1824	1640	1649	1661	1637
269587	2989	2988	3041	2832	2897	2874
13601	2449	2459	3008	2239	1967	2031
21647	155	138	161	117	125	107
320024	6023	6181	5685	6585	7080	6619
227613	2914	4964	3905	3057	3209	2764
15485	4	2	2	3	4	1
50760	10	10	7	5	15	7
68936	285	273	257	216	221	216
71735	536	487	600	538	480	462
80334	2	4	3	3	1	2
233405	323	351	300	327	313	301
26412	817	987	904	816	820	750
381085	483	477	484	510	489	500
74838	1401	1617	1401	1212	1236	1225
26371	747	787	804	797	771	770
50701	57	13	46	4	4	2
67916	72	120	104	226	266	240
20431	12	10	9	11	8	8
66967	1310	1192	1105	1098	1213	1143
21856	755	808	832	672	774	741
14173	1	0	0	1	0	0
20592	0	0	0	0	0	0
68559	617	564	545	611	643	725
77117	55	84	50	36	42	31
21888	835	894	802	863	859	858
245050	0	0	1	0	0	1
72469	33	35	38	20	36	33
83945	788	885	846	901	993	927
230810	0	0	0	0	0	0
229615	567	632	569	462	476	468
52690	2588	2880	2714	2482	2619	2465
328370	464	489	453	540	475	454
74387	2	0	2	0	1	1
170752	69	86	83	42	65	64
408059	8	1	3	2	2	2
78653	132	169	138	166	172	150
107260	1248	1224	1422	1334	1219	1230
107515	9	11	13	8	11	13
234797	911	927	1022	1061	1029	1020
11303	4149	2231	3324	33042	33130	36097
233887	274	275	288	276	292	271
214489	332	343	384	349	340	351
76138	44	59	45	30	38	41
14296	43	33	39	57	47	48
57913	133	178	169	132	123	113
14114	0	0	0	1	0	0
18570	1444	1645	1446	1516	1463	1468
11984	17830	17566	20484	20416	19519	18612
20321	1092	1213	1150	1278	1418	1333
17938	6668	6191	6192	5755	5914	6054
72699	173	114	163	160	149	160
22129	507	426	456	487	491	451
18575	78	60	52	120	120	123
53867	3	3	3	6	1	7
20377	0	0	1	0	0	0
76383	1	3	1	0	2	0
243499	0	1	1	2	0	0
66921	1995	1919	1979	1632	1648	1699
233871	3536	3944	4030	3887	3665	3567
56369	318	356	342	299	311	312
76365	0	0	0	0	0	0
170711	0	0	0	0	0	0
71003	0	0	0	0	0	0
13845	5	10	5	3	7	3
20018	1906	1819	2089	1783	1766	1863
27401	358	415	366	336	333	318
381510	1002	899	726	727	816	776
13067	0	0	0	0	0	0
20677	63	54	61	53	38	50
110821	535	563	569	646	634	638
19895	344	405	379	441	398	366
71997	545	556	632	582	540	519
103080	348	450	382	288	361	323
212670	17	9	11	8	8	10
317677	6	7	7	3	6	5
12175	2973	2721	2756	2524	2654	2753
56362	0	0	0	0	0	0
75590	48	70	70	68	84	92
52552	657	461	541	744	791	900
56748	631	797	750	717	727	663
260408	0	0	0	0	0	0
50786	0	0	0	0	0	0
72388	0	0	0	0	0	0
58799	946	845	917	756	775	831
30795	598	685	499	549	580	558
320557	2	2	1	1	1	1
12462	2078	2594	2407	2282	2369	2296
208595	58	45	38	35	40	46
257936	0	1	0	0	0	0
22334	4822	5064	4758	4796	5046	5028
73149	1726	871	1259	1221	1474	1515
76487	0	0	0	0	0	0
12942	0	0	0	2	0	0
225887	720	821	876	867	779	744
72324	922	1044	1054	909	882	853
12511	1	0	1	0	3	0
268281	572	581	522	490	501	542
105247207	0	0	0	0	0	0
234740	79	83	75	71	59	76
75210	163	198	182	204	181	192
26889	3654	3404	3455	3611	3476	3612
12796	3	0	6	4	2	1
17775	6953	6480	6812	6519	6502	6689
21425	675	650	792	864	728	704
102902673	0	0	7	4	0	0
70699	1222	1690	1527	1362	1406	1272
78249	1	0	0	0	1	0
12816	13	2	11	23	9	13
231655	337	256	364	278	229	234
70497	2361	2258	2583	2366	2238	2385
107221	3	5	2	4	3	4
110877	35	28	39	67	65	91
20660	681	440	679	635	566	569
21968	1610	1843	1756	2081	2049	1934
103724	276	267	335	326	269	261
264064	495	541	512	510	535	466
107723	3161	2956	2935	2809	2916	3002
67070	2440	2386	2325	1988	2191	2162
170767	298	249	310	277	299	291
228355	1292	1286	1457	1268	1190	1176
12287	22	28	32	21	27	31
72961	0	5	6	2	1	1
18970	426	407	427	404	413	434
110959	336	324	328	325	374	407
104175	252	279	291	197	181	189
75002	0	0	0	0	0	0
17748	1656	1770	1637	3024	2687	2988
217166	125	150	163	134	121	118
68458	0	0	1	0	0	0
66588	3854	3610	3313	2917	3396	3101
216161	1713	1914	2065	1930	1677	1719
105445	21	39	32	23	29	35
70646	475	448	426	405	405	456
64009	1171	1433	1293	1399	1401	1391
19229	4869	5590	5500	4744	4670	4544
11761	31	30	37	32	51	34
66148	580	637	565	536	574	547
72238	1317	1379	1329	1471	1482	1458
67311	235	256	231	177	170	175
210135	444	443	446	393	391	420
21991	6990	10816	8955	9462	9436	8852
227648	1879	1880	1863	1871	1815	1786
11797	540	458	506	394	411	452
216011	560	577	582	620	608	550
243308	74	85	81	76	74	74
269643	0	0	0	0	0	0
14612	0	0	0	0	0	0
72284	456	448	427	427	449	466
11603	615	557	620	629	594	580
109904	0	0	0	0	0	0
67532	1103	942	771	641	773	738
19714	359	422	387	307	304	352
217431	261	311	308	267	288	271
381798	4	3	5	8	7	8
408193	0	0	0	0	0	0
68083	924	957	966	797	842	804
76905	4	1	2	1	0	0
16450	86	78	95	69	68	52
76113	0	0	0	0	0	0
70967	0	1	0	1	0	0
56200	1522	1981	1686	1682	1880	1730
68272	761	892	763	763	828	793
235130	0	0	0	1	0	1
66222	52	95	65	34	45	52
320429	1	0	0	0	0	1
217843	0	1	0	0	0	0
217653	692	828	641	392	388	377
236573	499	382	430	375	373	411
18024	5908	4997	5522	5300	5291	5437
102637366	6	5	8	11	7	0
71988	393	459	327	201	249	201
108043	0	1	0	0	0	0
66494	5187	6620	5829	4997	4971	4657
70478	246	304	286	236	277	255
57895	124	114	145	84	122	124
78283	0	0	0	0	0	0
56707	286	274	271	232	204	239
67102	56	48	64	32	37	46
69189	25	20	25	15	11	15
23844	0	0	0	0	0	0
66960	710	831	730	605	674	647
107686	555	637	623	580	565	527
383787	1	2	0	0	1	2
16649	1729	1948	1619	1487	1786	1610
77951	611	719	634	621	589	611
231474	64	80	63	59	66	62
235534	94	104	104	119	96	82
319822	129	163	149	128	124	136
70405	0	0	0	0	0	0
232370	9	3	10	5	4	2
80982	2	0	0	3	2	5
20182	930	808	914	793	824	829
107701	1221	1473	1492	1194	1414	1269
211660	269	332	286	234	266	247
215436	294	324	320	294	283	294
54140	0	0	0	0	0	0
78749	516	536	466	345	385	410
66948	566	534	530	530	490	458
224171	717	933	667	485	463	444
58193	362	409	391	312	337	361
16592	16105	13058	14769	28260	29341	28982
319160	5	6	10	3	7	3
140742	4662	3342	4405	3619	3325	3634
12490	88	176	113	55	67	60
65099	43	54	51	51	36	51
15183	955	1128	1040	925	941	957
269629	2	1	0	1	1	1
19167	2232	2718	2437	2311	2583	2385
231986	79	103	108	89	104	65
70430	531	501	546	482	520	502
115487437	0	1	0	0	0	0
52377	12	15	12	14	21	14
69994	184	208	69	129	275	99
94093	891	792	827	743	815	757
73233	301	277	213	179	177	209
66687	1492	1579	1424	1259	1392	1315
56089	3	1	4	1	3	0
52705	529	527	456	443	520	498
213573	414	365	427	373	327	335
18854	1462	1567	1584	1335	1263	1338
66296	397	395	381	339	390	378
68192	1602	1554	1526	1572	1542	1533
22628	5994	6861	6885	7083	6665	6768
50873	48	36	33	29	47	41
20811	2	0	1	0	0	0
73873	66	64	74	51	62	52
71990	1206	1313	1427	1568	1373	1265
379043	143	248	186	119	152	142
11656	1	0	1	0	0	0
105005	0	0	0	0	0	0
23888	1	1	1	1	0	2
14719	2738	3665	3321	3344	3237	2945
75420	340	397	356	360	386	305
27756	372	577	465	397	377	381
74016	351	517	426	357	365	326
12499	559	562	537	518	515	529
68214	17	9	20	9	11	15
381077	1	1	1	0	0	1
118568645	8	8	4	4	4	5
66461	523	647	586	603	578	514
110557	140	83	140	99	77	111
12053	1544	1646	1661	1712	1524	1507
208768	578	607	573	553	569	583
66810	755	766	785	711	717	756
207785	69	67	68	72	70	75
320438	200	255	228	163	229	198
16529	4	5	3	3	1	3
102641752	0	0	0	0	0	0
17131	90	116	123	115	101	94
72727	688	733	805	770	726	672
68832	943	936	940	872	883	919
22362	1	1	2	0	4	2
232236	281	331	276	258	294	296
13018	1470	1618	1494	1214	1274	1256
23876	13	13	11	20	19	26
67144	427	508	422	397	437	386
237073	320	278	257	185	248	216
66822	335	316	348	316	327	287
216853	189	215	194	166	167	184
12563	0	0	0	0	0	0
216543	401	423	378	344	357	353
333670	0	1	0	0	0	0
230125	1551	1585	1575	1478	1496	1549
56838	8	2	6	6	2	2
213081	264	255	261	269	239	230
108655	1186	1130	1104	891	829	792
242819	38	38	30	23	20	19
209225	3101	3002	3298	2959	2640	2827
100340	305	386	367	256	266	241
17876	722	972	801	608	697	672
211187	1	0	0	0	0	0
320923	33	31	46	26	36	30
68634	301	374	386	342	315	359
56488	333	418	411	375	337	350
258300	0	0	0	0	0	0
66845	753	815	740	670	693	636
29807	211	195	189	178	200	221
75530	21	31	24	10	25	20
20720	50	90	85	37	38	22
210582	426	431	415	557	413	493
19047	4378	4570	4497	4109	3799	3866
17281	546	560	546	474	503	564
17476	74850	62683	66803	80928	81518	86215
320299	110	108	88	101	99	91
78354	0	0	0	0	0	0
239217	6790	4564	5220	5768	6208	6669
67897	674	708	680	645	698	714
107303348	24	73	42	0	26	28
239081	2	1	7	4	5	2
68477	2199	1780	1910	1839	1953	1995
68735	721	673	594	538	608	611
73094	2	2	3	2	0	6
50782	71	116	95	124	113	126
60597	0	1	0	0	0	0
66306	1031	983	1025	1110	1013	1080
72267	1	0	1	1	0	1
118567918	136	131	130	120	90	93
73338	656	653	634	593	566	570
79221	387	486	388	259	273	301
66904	567	573	624	743	757	717
68097	2399	2459	2535	2340	2494	2530
75617	8293	7975	8131	7855	7653	7693
14287	129	167	158	173	150	121
22044	0	0	0	0	0	0
71919	266	273	251	222	259	261
20220	422	350	362	362	322	353
75388	0	0	0	0	0	0
225348	752	949	842	764	859	802
233899	24	15	28	15	29	28
12366	826	817	870	626	595	592
259097	0	0	0	0	1	0
18160	6	9	8	6	10	2
21351	7676	7768	8456	7747	8070	7776
26411	590	542	628	517	462	451
29859	2	2	4	1	0	1
407786	138	149	151	129	140	143
52850	1	0	0	2	4	3
68528	0	0	0	0	0	0
69903	1	9	5	14	6	5
68992	59	56	63	75	58	49
13731	1067	1485	1237	1064	1136	1008
102632554	0	0	3	1	0	0
108169063	9	9	6	4	4	11
629499	1	3	3	0	1	1
98660	0	0	0	0	0	0
63913	2114	2317	2118	2116	2264	2222
68002	191	214	207	168	189	196
73656	6578	4483	5226	3329	3222	3391
19298	1208	1215	1175	1302	1120	1210
13180	0	0	0	0	1	0
118568793	1	1	3	0	0	2
11958	904	1019	736	524	677	572
20744	102	142	110	122	114	107
65961	1363	1426	1455	1195	1284	1271
57750	380	500	412	394	381	448
67890	1271	1245	1212	1151	1230	1143
56792	2374	1509	1795	1798	1690	2011
104416	1197	1247	1284	1137	1171	1125
59090	1019	1196	1214	1503	1269	1235
73569	0	1	0	2	1	2
56055	1956	1957	2051	2011	1898	1847
22370	0	0	0	0	0	0
19384	4907	7082	5692	5347	5623	5207
94112	1895	2155	2461	2317	2120	2024
105244833	25	26	37	5	34	18
231130	461	456	443	470	438	473
118567386	0	0	0	0	0	0
11305	965	1131	1153	1133	1068	1076
217039	1438	1446	1417	1304	1481	1336
12828	0	0	0	0	1	0
114841036	96	65	106	83	77	87
11593	548	548	573	578	624	585
58184	1343	1583	1463	1292	1344	1311
237730	0	0	0	0	0	0
213391	10353	7037	9066	8860	8458	9535
71943	88	119	99	93	95	82
103236	1932	1990	2187	2263	2099	1988
19090	356	382	353	279	316	351
329877	3486	3288	3300	2797	2946	2948
217721	1	0	0	0	1	0
102339	750	744	859	810	729	762
623121	217	106	159	121	102	122
68053	172	163	160	148	161	175
20887	188	88	131	118	131	167
11429	3731	4432	4114	4272	4361	4026
12283	4396	4340	4286	4089	4157	4283
19326	2464	2599	2797	2712	2399	2453
76589	0	0	0	0	0	0
72672	513	501	419	288	320	321
20198	17025	19312	14469	10083	10149	9808
100041581	0	0	0	0	0	0
30054	25	13	21	11	27	18
52132	707	731	742	694	630	666
227674	300	302	328	297	305	326
239554	654	765	727	779	792	823
268882	566	535	501	455	477	471
71223	2	1	1	0	0	1
667277	0	0	1	0	0	0
381677	0	0	0	0	0	0
16625	0	0	0	0	1	0
77578	479	527	477	487	492	432
66488	360	427	439	512	469	508
55935	1146	1058	1115	1080	1032	1035
212427	147	196	179	133	139	125
329795	189	225	205	188	191	183
13032	7876	7580	7247	6545	6296	6726
69528	26	20	17	16	26	26
192190	0	0	1	0	2	0
17386	1967	2934	2061	1070	1408	1171
235312	0	1	0	0	0	0
26940	171	230	195	196	216	186
97130	1384	1469	1601	1845	1682	1512
226841	67	45	60	88	92	68
24070	1079	1103	1262	1257	1194	1162
54376	0	0	0	0	0	0
66480	10111	9984	11172	11021	10327	10580
67369	249	309	309	298	303	249
76454	340	327	396	394	313	351
545428	1	2	3	2	2	3
66958	1335	1546	1481	1399	1559	1449
14240	0	0	0	0	0	2
75422	120	112	115	110	123	120
115489748	1	0	0	1	0	1
73754	139	126	127	105	111	125
77090	230	215	244	248	202	198
110253	560	657	703	663	567	509
74670	313	236	221	168	220	232
14470	1639	1603	2076	2349	1998	1898
12780	19	12	17	12	15	9
20020	4067	4566	4285	4089	3898	3975
242646	13	21	19	14	19	13
55992	535	539	671	648	548	524
64085	0	0	0	0	0	0
76976	1	2	1	0	0	1
66622	773	908	912	801	826	807
108927	2	4	7	7	3	4
69923	395	391	402	418	407	365
27354	376	509	414	350	363	360
237930	0	0	0	0	0	0
235406	401	422	423	446	375	409
433700	1	1	2	1	0	1
100039763	0	0	0	0	0	0
16201	1171	1438	1300	1228	1180	1106
66629	2359	2419	2346	1944	2167	2174
24087	0	0	0	0	0	1
19696	940	780	838	681	793	805
78294	16902	14312	15334	14418	14080	15143
258938	0	0	0	0	0	0
14588	24	44	32	11	11	10
100041294	0	0	0	0	0	0
74450	1078	1071	993	909	1002	975
56045	5574	4445	5154	4561	4411	4770
378431	71	55	66	26	39	29
21341	200	203	274	247	243	206
52679	240	389	338	248	236	208
13643	8	5	4	4	1	4
11502	4820	5501	4867	4211	4416	4203
118568028	0	3	1	1	0	0
93966	0	0	0	0	1	0
100504285	0	0	0	0	0	0
240028	671	703	606	606	582	658
213121	1	3	3	0	2	0
231252	0	0	0	1	0	0
26365	529	610	597	401	489	397
432940	1013	1064	1042	1042	1038	1056
72125	1	2	0	2	1	0
17826	1430	1490	1748	1706	1600	1517
240753	1	0	2	1	0	0
209378	2	1	0	0	2	1
83409	1487	1436	1485	1341	1285	1350
225908	16	27	29	29	25	15
79362	1591	1881	1689	1733	1924	1646
66789	316	310	286	239	255	255
74320	1163	1171	1167	1134	1106	1115
16525	0	0	0	0	0	0
104001	36	12	22	33	29	27
24068	805	920	884	879	894	826
93896	0	0	0	0	0	0
11736	3328	3458	3439	2959	2888	2997
210711	1530	1687	1467	1398	1408	1416
217030	735	790	803	754	738	730
12034	1892	2378	2334	2409	2352	2231
114674	136	132	139	144	126	135
140629	187	225	202	216	214	205
259172	0	0	0	0	0	0
12227	985	606	880	892	822	1011
329727	362	439	419	289	298	272
235712	0	0	1	2	0	1
22284	3609	3428	3235	2985	3124	3151
18451	2203	2952	2412	2342	2618	2593
320661	1082	1128	1172	1087	1012	1109
118568632	9	9	5	15	9	2
18767	3	2	3	2	1	4
19210	1455	1627	1593	1608	1544	1568
329679	4655	4692	4654	4559	4746	4719
16185	1	1	0	2	0	3
27055	562	658	599	638	665	617
67379	253	261	279	256	224	229
210992	1084	1078	1125	1005	1090	1075
115488119	0	1	0	1	0	0
243874	0	0	0	0	0	0
54127	4004	3613	3787	3368	3721	3107
12836	14	14	7	10	16	18
69660	2443	2604	2623	2515	2290	2266
100534273	1	2	1	2	0	4
18642	491	570	559	551	560	511
68170	232	321	206	220	262	230
68117	348	306	330	291	307	289
14687	4	4	10	5	2	5
67615	1608	1586	1647	1494	1639	1494
101056017	0	0	0	0	0	0
56404	596	609	537	504	555	527
74600	183	213	169	150	165	143
242747	274	237	218	204	248	220
12959	18	8	10	4	11	14
108167412	1	2	1	1	1	0
77031	525	627	593	594	617	611
319734	7	8	13	7	5	4
106869	2373	2141	2063	1796	1876	1862
76687	2556	2800	2631	2392	2828	2557
16497	4	3	3	2	1	2
78303	4	0	2	1	2	1
21755	1	1	1	2	0	0
170725	2	2	1	0	0	1
69706	64	106	71	44	55	49
75763	374	396	373	314	345	382
74519	4	3	10	1	3	9
193813	2303	2546	2406	2345	2491	2448
17954	20	17	7	12	17	15
117592	80	106	94	117	116	106
619597	0	0	0	0	0	1
71027	0	0	0	0	0	0
108167700	16	20	13	13	5	8
70771	0	0	0	0	0	0
270624	15	15	16	11	10	11
230088	1032	1069	1223	1228	1311	1185
67628	5522	6980	6249	4952	5541	5090
207921	2	4	2	0	3	4
319480	0	1	1	3	3	2
272158	24	22	28	23	20	11
436008	0	0	0	0	1	0
76251	290	353	310	279	242	282
259104	5	3	1	4	1	1
245607	0	1	0	1	0	0
75311	5	7	14	6	5	3
20358	0	0	0	1	0	0
22213	1250	1240	1446	1423	1401	1386
227120	16	15	13	9	12	8
105513	892	924	927	962	989	973
68147	310	306	253	217	268	244
18132	75	129	104	72	74	76
20586	2517	2934	2808	2509	2560	2327
71772	2468	2488	2942	3327	2876	2911
108912	689	944	779	486	553	486
211623	0	0	0	0	0	0
432800	0	0	0	0	0	1
380702	0	0	0	0	0	0
53356	1180	1267	1307	1200	1212	1149
242594	1	0	1	1	0	1
227937	724	995	888	792	903	866
52206	957	1013	986	858	907	881
11689	533	794	673	255	230	198
54153	2879	2248	3077	3346	2952	3169
11541	88	115	123	79	68	79
237411	112	132	112	95	98	91
207393	1	1	0	0	1	0
214932	196	209	213	179	172	183
217026	559	592	596	561	451	512
66359	238	221	162	164	193	184
20304	66	43	66	53	22	43
16998	649	627	760	877	794	848
236366	4	1	2	1	3	3
14234	0	0	0	0	0	0
67013	370	424	372	374	402	373
101056240	0	4	1	5	1	3
56436	1256	1476	1531	1514	1389	1295
67196	189	271	253	174	202	166
272347	265	240	219	209	210	224
100271882	0	0	0	0	0	0
67851	244	239	217	233	247	230
12660	371	354	385	389	370	386
22063	0	0	0	0	0	1
223922	1291	1304	1305	1152	1180	1237
71833	3230	3440	3444	3221	3246	3260
107831	0	0	0	0	0	0
595136	540	711	642	706	656	614
26423	0	0	0	0	0	0
228545	1801	1981	2186	2112	1871	1793
53621	667	646	629	573	571	599
228994	949	1019	1000	970	918	922
243372	101	85	119	133	129	126
272465	0	1	0	0	0	0
208043	726	689	803	660	591	673
69770	83	93	64	73	93	76
20324	3	0	7	4	0	5
56843	0	0	0	0	0	0
52250	2	0	1	0	1	0
14682	2638	2353	2222	2157	2308	2280
233489	7588	6830	6625	5930	6773	6647
17220	1671	2591	2146	1733	1552	1583
66676	3261	3087	2741	2736	3003	2891
216987	1149	1179	1090	969	1075	1066
72135	0	0	0	0	0	0
68775	0	0	0	0	0	0
228714	850	1005	955	871	826	856
19981	7621	7114	7829	7621	8095	7127
235674	0	0	0	0	2	0
12332	17109	18285	18603	18490	17343	16925
66471	2938	3627	3009	2529	2734	2562
99138	1100	1155	1112	1052	1077	1076
239559	1	3	2	0	0	1
67220	3482	3665	4145	3917	3855	3503
171180	0	1	0	0	0	0
70873	75	62	52	52	56	58
67005	660	558	539	523	580	598
544696	242	236	189	192	192	181
229543	1017	1048	1108	1060	960	1004
74488	0	0	0	0	1	0
140887	235	272	221	205	210	188
66830	1981	2167	2196	2140	2014	2007
207209	0	1	1	2	0	1
66985	89	118	111	101	92	103
17112	2	1	1	1	1	4
100040048	8	24	15	9	11	8
71275	8	7	8	3	5	8
11636	178	160	177	105	92	116
104079	1	0	3	3	2	0
18301	15102	16278	16430	12894	13055	13078
226178	2009	2019	2193	2274	2188	2294
14063	0	0	0	0	0	0
208628	577	866	709	507	558	485
100041420	150	171	138	91	89	87
217351	626	597	608	569	584	577
434233	560	711	507	484	675	680
18550	2413	2698	2816	2614	2351	2221
75292	1226	1325	1181	1145	1085	1117
11694	0	0	0	0	0	0
67708	249	324	264	259	307	270
381546	0	0	0	0	0	0
66889	4291	4228	3970	3898	4430	4239
101320	1	0	0	0	0	0
19063	3053	2877	2827	2690	2702	2718
14086	41	16	29	23	10	10
56527	3	3	3	3	1	2
71764	768	912	920	885	820	802
110854	3863	4296	4291	3768	3583	3315
433926	527	693	571	475	529	501
192950	0	1	0	1	0	1
15382	7509	8637	7715	6195	6502	6253
11744	2434	2557	2581	2360	2330	2137
21887	1082	1067	1247	862	804	795
67902	393	458	369	462	461	428
74455	203	171	182	136	145	155
76899	367	358	344	354	325	372
71602	5943	5099	5583	7767	7522	7783
83454	7	10	5	8	9	11
13206	5	2	5	7	7	7
259302	187	274	222	192	233	182
22042	2342	3102	2340	2082	2467	2488
18295	1	0	0	0	0	0
101055670	3	0	3	2	4	0
23890	690	263	509	183	156	235
22422	0	0	1	0	0	0
21416	197	238	215	179	194	198
218335	2647	2870	2824	3084	2955	3073
20148	5118	4472	5313	6363	5788	6025
103806	689	715	772	649	621	618
101095	476	447	470	490	427	420
18755	1673	1724	1712	2125	2021	2033
13885	7483	8303	8319	8515	8648	8283
19691	472	563	513	461	484	471
99045	287	352	307	398	391	352
13370	0	0	0	0	0	0
140795	325	251	279	222	207	216
75051	25	13	11	9	22	13
76917	21	12	14	11	17	16
19275	33	49	72	42	40	41
19921	10961	10668	11005	11323	10946	10368
209707	558	499	451	336	395	377
12715	1	1	0	1	1	1
67528	153	173	184	149	163	156
72701	82	125	92	98	114	115
69719	448	700	593	568	580	544
78586	391	393	342	295	301	297
270627	1219	1229	1158	1182	1244	1237
67440	566	659	595	464	547	494
223754	2027	1935	2103	1972	1920	1930
21372	1701	1748	1604	1625	1653	1703
100862066	1	1	0	0	1	0
225608	0	1	1	0	0	0
214158	0	1	0	0	0	0
209966	7	6	4	8	6	9
66440	551	509	526	473	520	541
18015	736	779	788	667	662	727
13486	1677	1379	1259	1167	1245	1287
218210	1341	1603	1456	1271	1393	1274
56459	2001	2659	2205	1933	1892	1891
406218	0	0	0	0	0	0
74246	257	277	327	397	369	305
67760	2539	2963	2554	2900	2901	2885
75625	18	22	20	13	20	13
242800	0	1	0	1	0	0
208177	2	1	0	1	0	0
51897	1083	947	1115	990	1017	976
68364	993	796	867	833	836	867
18186	9051	9735	8809	9824	10636	10419
18546	0	0	0	0	0	0
67630	1111	1025	948	928	1089	1016
16728	442	769	640	455	463	398
75089	1298	1392	1225	1185	1178	1193
20605	0	0	0	0	0	0
118567551	2	6	4	2	3	5
213248	2	3	1	0	1	1
170760	1374	1275	1272	1203	1254	1290
330657	5	6	9	7	1	6
74855	0	1	0	0	0	0
67673	1416	1659	1584	1500	1427	1314
69195	0	1	0	0	2	0
11770	941	770	865	1692	1939	1838
16874	0	0	0	0	0	0
226139	907	881	904	896	930	848
21766	2245	2274	2419	2156	1955	2135
93716	12	17	16	12	25	16
79043	424	424	479	470	410	395
67880	873	828	1033	858	771	749
11534	721	853	855	684	673	659
14615	1	2	0	1	0	1
630077	1	0	3	1	1	2
83984	14	14	22	18	14	11
109077	554	695	737	664	563	584
320706	1391	1561	1549	1496	1445	1499
67040	7585	7313	7736	7391	7531	7572
67888	6	1	8	7	6	2
68718	952	713	872	908	807	814
240354	864	654	702	899	923	938
77252	143	139	140	129	130	136
97387	1339	1491	1470	1418	1381	1355
20218	3179	3180	2868	2670	2758	2633
65113	3798	3336	3565	3200	3551	3523
71874	0	0	0	0	0	0
70355	70	23	59	67	106	96
66748	0	0	0	0	0	0
64933	448	443	473	437	407	408
100047671	1	0	0	0	0	0
114602	4	1	5	3	3	4
54351	760	848	752	868	822	785
328424	2	0	0	0	0	0
19094	41	40	34	32	44	28
66881	4029	3647	3844	5465	5511	5751
193385	48	84	73	32	23	26
260297	13	26	9	13	16	17
229055	40	21	19	29	27	27
432860	0	0	0	0	0	0
94230	1450	1624	1717	1563	1510	1485
231290	0	0	0	1	0	0
58860	0	0	0	0	0	0
15368	8622	15197	11740	16710	18048	16630
380654	2	1	1	0	1	0
21454	4390	4967	4654	4355	4642	4380
216705	2354	2368	2397	2180	2292	2145
16007	2	2	3	5	5	13
239368	0	0	0	0	0	0
209478	172	153	160	142	154	147
102570	1	0	1	0	1	0
241639	0	0	0	0	0	0
207683	8	8	14	4	4	6
233067	4	11	5	10	7	3
18674	8738	8438	9286	9412	8858	8893
12487	2032	1518	1615	1982	2331	2401
217302	0	0	0	0	0	0
58249	513	626	660	680	574	609
15203	3	3	1	0	1	1
19301	37	41	35	44	38	40
207839	2262	2623	2466	3222	3310	3106
28077	654	672	684	567	649	581
628746	0	0	2	4	0	0
110796	401	444	477	396	366	413
20440	1631	1079	1523	1062	985	1058
73737	285	337	347	400	379	373
70417	2	3	1	1	0	0
18417	2	0	0	0	0	0
108707	579	646	655	626	525	526
215001	7	6	2	9	2	12
98733	0	0	1	0	0	0
54160	1166	1150	1105	1066	1114	1093
171429	211	210	228	297	274	293
17750	228	245	203	582	608	581
212547	276	337	302	300	318	321
240641	859	1132	917	567	622	536
